topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2844,85,9.4404
2,4,0.2002,57,11.3447
3,1,0.1947,55,11.6102
4,3,0.1819,47,20.3345
5,2,0.1389,35,25.1756
