topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.2404,78,13.392
2,3,0.1791,55,31.0843
3,5,0.1358,39,13.9779
4,2,0.1264,29,25.0925
5,4,0.1076,30,17.3011
6,7,0.107,26,17.8487
7,1,0.1038,26,29.8888
